AngleID,FormTime,Symbol,TF,UnitSeconds,Dir,Class,Confirmed,U2_High,U2_Low,U2_Range,U1_High,U1_Low,U1_Range,Ratio_U1_U2_pct,Corr_pct,L_points,B_points,DiagTop,DiagBot,U1X1_Level,U1X1_React,U1X1_TouchTime,U1X1_TP1_Hit,U1X1_TP1_Time,U1X1_TP2_Hit,U1X1_TP2_Time,U1X1_TP3_Hit,U1X1_TP3_Time,U1X1_MaxTP,U1X1_Dur,U1X1_Session,U1X1_X2_React,U1X1_X2_Time,U1X1_X3_React,U1X1_X3_Time,U2X1_Level,U2X1_React,U2X1_TouchTime,U2X1_TP1_Hit,U2X1_TP1_Time,U2X1_TP2_Hit,U2X1_TP2_Time,U2X1_TP3_Hit,U2X1_TP3_Time,U2X1_MaxTP,U2X1_Dur,U2X1_Session,U2X1_X2_React,U2X1_X2_Time,U2X1_X3_React,U2X1_X3_Time,DLX1_Level,DLX1_React,DLX1_TouchTime,DLX1_TP1_Hit,DLX1_TP1_Time,DLX1_TP2_Hit,DLX1_TP2_Time,DLX1_TP3_Hit,DLX1_TP3_Time,DLX1_MaxTP,DLX1_Dur,DLX1_Session,DLX1_X2_React,DLX1_X2_Time,DLX1_X3_React,DLX1_X3_Time,DRX1_Level,DRX1_React,DRX1_TouchTime,DRX1_TP1_Hit,DRX1_TP1_Time,DRX1_TP2_Hit,DRX1_TP2_Time,DRX1_TP3_Hit,DRX1_TP3_Time,DRX1_MaxTP,DRX1_Dur,DRX1_Session,DRX1_X2_React,DRX1_X2_Time,DRX1_X3_React,DRX1_X3_Time,Left_1,Left_2,Left_3,Left_4,Left_5,Left_6,Left_7,Left_8,Left_9,Left_10,Right_1,Right_2,Right_3,Right_4,Right_5,Right_6,Right_7,Right_8,Right_9,Right_10
1,1999.11.05 00:00,USDCAD,60,86400,SELL,ZD,1,1.47130,1.46660,470.0,1.46880,1.46030,850.0,180.851,53.19,220.0,110.9,1.46880,1.46660,1.45810,BREAK,1999.11.05 15:00,0,,0,,0,,0,NA,NewYork,BOUNCE,1999.11.05 16:00,NA,,1.47350,BREAK,1999.11.09 17:00,0,,0,,0,,0,NA,NewYork,BOUNCE,1999.11.09 23:00,NA,,1.46440,BREAK,1999.11.05 00:00,0,,0,,0,,0,NA,Asia,BOUNCE,1999.11.05 10:00,NA,,1.47100,BREAK,1999.11.08 14:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.11.09 17:00,BOUNCE,1999.11.10 09:00,,,,,,,,,,,B-ZH-BO,S-ZB-UN,B-ZO-BR,B-ZG-BR,S-ZB-BO,B-ZF-BO,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN
2,1999.11.10 00:00,USDCAD,60,86400,BUY,ZH,0,1.47250,1.46520,730.0,1.47650,1.46730,920.0,126.027,28.77,520.0,172.3,1.47250,1.46730,1.48170,BOUNCE,1999.12.02 21:00,0,,0,,0,,0,NA,Other,NA,,NA,,1.46000,BOUNCE,1999.11.19 18:00,1,1999.11.24 20:00,1,1999.12.02 12:00,1,1999.12.02 21:00,3,1w 6d,NewYork,NA,,NA,,1.47770,BREAK,1999.12.02 12:00,0,,0,,0,,0,NA,London,BOUNCE,1999.12.03 17:00,NA,,1.46210,BOUNCE,1999.11.12 16:00,1,1999.12.02 12:00,1,1999.12.02 12:00,0,,2,2w 5d,NewYork,NA,,NA,,S-ZD-BR,,,,,,,,,,S-ZB-UN,B-ZO-BR,B-ZG-BR,S-ZB-BO,B-ZF-BO,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO
3,1999.11.13 00:00,USDCAD,60,86400,SELL,ZB,1,1.46910,1.46480,430.0,1.46670,1.46050,620.0,144.186,55.81,190.0,101.5,1.46670,1.46480,1.45860,UNTOUCHED,,0,,0,,0,,0,NA,Other,NA,,NA,,1.47100,BOUNCE,1999.11.17 22:00,1,1999.11.18 15:00,1,1999.11.18 18:00,0,,2,20h,Other,NA,,NA,,1.46290,BREAK,1999.11.13 00:00,0,,0,,0,,0,NA,Asia,BREAK,1999.11.19 18:00,BOUNCE,1999.12.27 22:00,1.46860,BOUNCE,1999.11.16 17:00,1,1999.11.16 23:00,1,1999.11.16 23:00,0,,2,6h,NewYork,NA,,NA,,B-ZH-BO,S-ZD-BR,,,,,,,,,B-ZO-BR,B-ZG-BR,S-ZB-BO,B-ZF-BO,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO
4,1999.11.17 00:00,USDCAD,60,86400,BUY,ZO,1,1.46590,1.46130,460.0,1.46980,1.46180,800.0,173.913,10.87,410.0,108.6,1.46590,1.46180,1.47390,BREAK,1999.11.29 18:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.02 12:00,BOUNCE,1999.12.03 15:00,1.45720,BOUNCE,1999.12.28 05:00,0,,0,,0,,0,NA,Asia,NA,,NA,,1.47000,BREAK,1999.11.17 21:00,0,,0,,0,,0,NA,Other,BREAK,1999.11.29 19:00,BREAK,1999.12.02 12:00,1.45770,BOUNCE,1999.12.28 00:00,0,,0,,0,,0,NA,Asia,NA,,NA,,S-ZB-UN,B-ZH-BO,S-ZD-BR,,,,,,,,B-ZG-BR,S-ZB-BO,B-ZF-BO,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN
5,1999.11.18 00:00,USDCAD,60,86400,BUY,ZG,0,1.46980,1.46180,800.0,1.47170,1.46200,970.0,121.250,2.50,780.0,188.8,1.46980,1.46200,1.47950,BREAK,1999.12.02 12:00,0,,0,,0,,0,NA,London,UNTOUCHED,,NA,,1.45400,BREAK,1999.12.28 16:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.31 19:00,BREAK,2000.01.25 21:00,1.47760,BREAK,1999.12.02 12:00,0,,0,,0,,0,NA,London,UNTOUCHED,,NA,,1.45420,BREAK,1999.12.28 16:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.31 19:00,BREAK,2000.01.25 21:00,B-ZO-BR,S-ZB-UN,B-ZH-BO,S-ZD-BR,,,,,,,S-ZB-BO,B-ZF-BO,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN,B-ZB-UN
6,1999.11.20 00:00,USDCAD,60,86400,SELL,ZB,1,1.47110,1.46260,850.0,1.46670,1.45980,690.0,81.176,51.76,410.0,200.6,1.46670,1.46260,1.45570,BOUNCE,1999.12.28 15:00,0,,0,,0,,0,NA,NewYork,NA,,NA,,1.47520,BOUNCE,1999.11.29 19:00,1,1999.12.27 16:00,1,1999.12.27 23:00,1,1999.12.28 15:00,3,4w 0d,NewYork,NA,,NA,,1.45850,BREAK,1999.12.27 23:00,0,,0,,0,,0,NA,Other,BREAK,1999.12.28 16:00,BOUNCE,1999.12.28 20:00,1.47080,BREAK,1999.11.29 11:00,0,,0,,0,,0,NA,London,BOUNCE,1999.11.30 19:00,NA,,B-ZG-BR,B-ZO-BR,S-ZB-UN,B-ZH-BO,S-ZD-BR,,,,,,B-ZF-BO,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN,B-ZB-UN,S-ZF-BR
7,1999.11.24 00:00,USDCAD,60,86400,BUY,ZF,1,1.46390,1.46000,390.0,1.46740,1.46130,610.0,156.410,33.33,260.0,92.0,1.46390,1.46130,1.47000,BOUNCE,1999.11.24 20:00,1,1999.11.24 23:00,1,1999.12.27 23:00,1,1999.12.28 00:00,3,4w 5d,NewYork,NA,,NA,,1.45740,BOUNCE,1999.12.28 00:00,0,,0,,0,,0,NA,Asia,NA,,NA,,1.46650,BREAK,1999.11.24 00:00,0,,0,,0,,0,NA,Asia,BREAK,1999.11.24 20:00,BREAK,1999.11.29 17:00,1.45870,BREAK,1999.12.27 23:00,0,,0,,0,,0,NA,Other,BREAK,1999.12.28 15:00,BREAK,1999.12.28 16:00,S-ZB-BO,B-ZG-BR,B-ZO-BR,S-ZB-UN,B-ZH-BO,S-ZD-BR,,,,,B-ZE-BO,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN,B-ZB-UN,S-ZF-BR,S-ZE-BO
8,1999.11.25 00:00,USDCAD,60,86400,BUY,ZE,1,1.46740,1.46130,610.0,1.47050,1.46470,580.0,95.082,55.74,270.0,144.0,1.46740,1.46470,1.47320,BOUNCE,1999.11.29 17:00,1,1999.12.24 18:00,1,1999.12.27 18:00,1,1999.12.27 23:00,3,4w 0d,NewYork,NA,,NA,,1.45860,BREAK,1999.12.27 23:00,0,,0,,0,,0,NA,Other,BOUNCE,1999.12.28 15:00,NA,,1.47010,BREAK,1999.11.29 11:00,0,,0,,0,,0,NA,London,BOUNCE,1999.11.29 17:00,NA,,1.46200,BREAK,1999.12.27 18:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.28 00:00,BREAK,1999.12.28 15:00,B-ZF-BO,S-ZB-BO,B-ZG-BR,B-ZO-BR,S-ZB-UN,B-ZH-BO,S-ZD-BR,,,,S-ZO-BR,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN,B-ZB-UN,S-ZF-BR,S-ZE-BO,S-ZG-BR
9,1999.11.26 00:00,USDCAD,60,86400,SELL,ZO,0,1.47050,1.46470,580.0,1.46920,1.46460,460.0,79.310,22.41,450.0,136.9,1.46920,1.46470,1.46010,BREAK,1999.12.27 21:00,0,,0,,0,,0,NA,Other,BOUNCE,1999.12.28 15:00,NA,,1.47500,BREAK,1999.11.29 19:00,0,,0,,0,,0,NA,NewYork,BOUNCE,1999.12.02 12:00,NA,,1.46020,BREAK,1999.12.27 21:00,0,,0,,0,,0,NA,Other,BOUNCE,1999.12.28 15:00,NA,,1.47370,BREAK,1999.11.29 18:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.02 12:00,BOUNCE,1999.12.03 15:00,B-ZE-BO,B-ZF-BO,S-ZB-BO,B-ZG-BR,B-ZO-BR,S-ZB-UN,B-ZH-BO,S-ZD-BR,,,B-ZF-BR,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN,B-ZB-UN,S-ZF-BR,S-ZE-BO,S-ZG-BR,S-ZE-BR
10,1999.11.30 00:00,USDCAD,60,86400,BUY,ZF,1,1.46870,1.46700,170.0,1.47650,1.46750,900.0,529.412,29.41,120.0,40.1,1.46870,1.46750,1.47770,BREAK,1999.12.02 12:00,0,,0,,0,,0,NA,London,BREAK,1999.12.02 13:00,BREAK,1999.12.02 16:00,1.46580,BREAK,1999.12.27 16:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.27 17:00,BREAK,1999.12.27 18:00,1.46990,BREAK,1999.11.30 00:00,0,,0,,0,,0,NA,Asia,BREAK,1999.11.30 01:00,BREAK,1999.11.30 02:00,1.46630,BREAK,1999.12.27 16:00,0,,0,,0,,0,NA,NewYork,BREAK,1999.12.27 17:00,BREAK,1999.12.27 18:00,S-ZO-BR,B-ZE-BO,B-ZF-BO,S-ZB-BO,B-ZG-BR,B-ZO-BR,S-ZB-UN,B-ZH-BO,S-ZD-BR,,B-ZF-UN,S-ZF-BO,B-ZG-BO,B-ZG-UN,B-ZB-UN,S-ZF-BR,S-ZE-BO,S-ZG-BR,S-ZE-BR,S-ZF-BO
